,created_time,valor
231,2019-09-02 20:59:56,1
232,2019-09-02 18:33:58,1
233,2019-09-02 11:33:30,1
234,2019-09-02 08:24:53,1
235,2019-09-01 16:01:24,1
236,2019-08-31 23:46:42,1
237,2019-08-31 23:12:11,1
238,2019-08-31 10:26:26,1
239,2019-08-30 21:01:01,1
240,2019-08-30 11:25:31,1
241,2019-08-30 07:14:37,1
242,2019-08-29 22:00:16,1
243,2019-08-29 18:23:04,1
244,2019-08-29 15:43:25,1
245,2019-08-28 20:37:36,1
246,2019-08-28 20:05:22,1
247,2019-08-28 14:32:11,1
248,2019-08-28 11:14:06,1
249,2019-08-28 10:13:38,1
250,2019-08-27 22:05:40,1
251,2019-08-27 13:13:12,1
252,2019-08-27 11:04:19,1
253,2019-08-27 01:05:46,1
254,2019-08-26 22:44:06,1
255,2019-08-26 11:16:44,1
256,2019-08-26 08:23:43,1
257,2019-08-26 01:58:53,1
258,2019-08-25 21:42:02,1
259,2019-08-25 19:29:24,1
260,2019-08-25 14:36:35,1
261,2019-08-23 16:47:51,1
262,2019-08-22 22:02:11,1
263,2019-08-22 12:45:25,1
264,2019-08-22 11:03:51,1
265,2019-08-21 19:43:17,1
266,2019-08-21 16:26:41,1
267,2019-08-21 12:55:07,1
268,2019-08-21 11:09:42,1
269,2019-08-20 19:12:29,1
270,2019-08-20 19:05:23,1
271,2019-08-20 13:17:28,1
272,2019-08-20 12:08:12,1
273,2019-08-18 00:21:01,1
274,2019-08-17 23:59:13,1
275,2019-08-17 21:25:42,1
276,2019-08-17 16:45:59,1
277,2019-08-17 14:40:32,1
278,2019-08-17 13:58:32,1
279,2019-08-17 13:23:21,1
280,2019-08-17 09:50:04,1
281,2019-08-16 16:41:59,1
282,2019-08-16 11:26:06,1
283,2019-08-16 06:22:49,1
284,2019-08-15 21:59:56,1
285,2019-08-14 22:17:22,1
286,2019-08-14 14:37:44,1
287,2019-08-14 13:54:03,1
288,2019-08-14 13:38:50,1
289,2019-08-13 02:46:54,1
290,2019-08-12 17:00:11,1
291,2019-08-12 14:49:01,1
292,2019-08-11 11:43:22,1
293,2019-08-11 09:46:07,1
294,2019-08-10 16:56:48,1
295,2019-08-09 16:12:05,1
296,2019-08-09 12:02:26,1
297,2019-08-09 11:20:48,1
298,2019-08-08 22:02:09,1
299,2019-08-08 10:58:44,1
300,2019-08-08 00:13:06,1
301,2019-08-07 01:19:06,1
302,2019-08-06 14:22:22,1
303,2019-08-06 13:49:46,1
304,2019-08-06 10:26:10,1
305,2019-08-04 16:00:16,1
306,2019-08-02 22:30:01,1
307,2019-08-02 02:16:25,1
308,2019-08-01 22:00:16,1
309,2019-08-01 17:46:40,1
310,2019-08-01 01:31:21,1
311,2019-07-31 20:07:35,1
312,2019-07-31 13:50:27,1
313,2019-07-31 08:34:07,1
314,2019-07-30 22:42:09,1
315,2019-07-30 12:17:45,1
316,2019-07-30 12:14:09,1
317,2019-07-30 11:08:36,1
318,2019-07-30 09:55:55,1
319,2019-07-30 02:36:55,1
320,2019-07-29 22:50:23,1
321,2019-07-29 18:49:44,1
322,2019-07-29 16:38:24,1
323,2019-07-28 23:03:49,1
324,2019-07-28 01:17:24,1
325,2019-07-27 10:36:24,1
326,2019-07-26 23:12:58,1
327,2019-07-26 16:12:13,1
328,2019-07-26 16:06:46,1
329,2019-07-26 13:09:41,1
330,2019-07-25 22:00:50,1
331,2019-07-25 13:18:05,1
332,2019-07-25 13:01:02,1
333,2019-07-25 08:20:23,1
334,2019-07-24 13:11:29,1
335,2019-07-24 10:09:02,1
336,2019-07-23 21:12:28,1
337,2019-07-23 11:27:18,1
338,2019-07-23 05:28:45,1
339,2019-07-23 00:50:59,1
340,2019-07-22 21:41:32,1
341,2019-07-20 21:34:18,1
342,2019-07-20 16:55:21,1
343,2019-07-19 21:41:43,1
344,2019-07-19 12:21:24,1
345,2019-07-19 00:54:42,1
346,2019-07-19 00:53:46,1
347,2019-07-18 23:32:35,1
348,2019-07-18 22:00:17,1
349,2019-07-17 21:33:59,1
350,2019-07-17 00:51:24,1
351,2019-07-16 05:46:13,1
352,2019-07-15 12:36:31,1
353,2019-07-14 15:20:34,1
354,2019-07-14 01:14:51,1
355,2019-07-13 11:51:46,1
356,2019-07-12 22:04:18,1
357,2019-07-12 20:23:38,1
358,2019-07-12 12:34:09,1
359,2019-07-12 01:47:30,1
360,2019-07-12 00:08:18,1
361,2019-07-11 22:01:21,1
362,2019-07-11 11:05:25,1
363,2019-07-10 23:49:54,1
364,2019-07-09 22:31:33,1
365,2019-07-08 20:37:03,1
366,2019-07-08 17:40:59,1
367,2019-07-08 01:01:41,1
368,2019-07-07 22:36:35,1
369,2019-07-07 21:11:07,1
370,2019-07-06 21:45:59,1
371,2019-07-06 11:46:28,1
372,2019-07-05 11:14:27,1
373,2019-07-04 22:00:20,1
374,2019-07-04 13:39:44,1
375,2019-07-04 01:36:38,1
376,2019-07-02 18:35:13,1
377,2019-06-30 12:53:16,1
378,2019-06-30 04:46:50,1
379,2019-06-28 21:56:30,1
380,2019-06-28 09:37:40,1
381,2019-06-28 04:00:59,1
382,2019-06-27 21:59:35,1
383,2019-06-25 17:16:54,1
384,2019-06-22 14:38:26,1
385,2019-06-22 12:02:55,1
386,2019-06-21 12:59:22,1
387,2019-06-20 22:02:46,1
388,2019-06-20 22:00:20,1
389,2019-06-20 21:38:18,1
390,2019-06-19 15:27:26,1
391,2019-06-19 10:27:21,1
392,2019-06-18 17:33:26,1
393,2019-06-16 21:38:32,1
394,2019-06-15 21:50:57,1
395,2019-06-15 14:26:31,1
396,2019-06-15 01:46:12,1
397,2019-06-13 22:00:19,1
398,2019-06-13 17:59:00,1
399,2019-06-13 17:55:34,1
400,2019-06-13 00:54:25,1
401,2019-06-12 23:00:44,1
402,2019-06-08 23:58:17,1
403,2019-06-07 22:20:59,1
404,2019-06-06 21:59:55,1
405,2019-06-06 03:05:44,1
406,2019-06-04 11:16:50,1
407,2019-06-04 02:37:13,1
408,2019-06-04 02:16:00,1
409,2019-06-03 02:18:47,1
410,2019-06-02 13:10:48,1
411,2019-05-30 22:01:50,1
412,2019-05-30 19:38:17,1
413,2019-05-29 23:05:58,1
414,2019-05-29 15:36:59,1
415,2019-05-29 00:49:41,1
416,2019-05-28 19:46:16,1
417,2019-05-27 16:36:19,1
418,2019-05-26 23:06:07,1
419,2019-05-26 21:09:35,1
420,2019-05-26 20:04:40,1
421,2019-05-26 14:32:00,1
422,2019-05-25 23:11:00,1
423,2019-05-24 22:08:03,1
424,2019-05-24 21:00:35,1
425,2019-05-24 16:33:55,1
426,2019-05-23 22:00:24,1
427,2019-05-22 00:39:51,1
428,2019-05-21 16:37:37,1
429,2019-05-21 11:23:49,1
430,2019-05-19 13:12:07,1
431,2019-05-19 01:48:59,1
432,2019-05-18 15:20:53,1
433,2019-05-18 01:36:03,1
434,2019-05-17 15:26:10,1
435,2019-05-16 22:00:44,1
436,2019-05-15 10:20:56,1
437,2019-05-14 01:54:48,1
438,2019-05-13 03:24:02,1
439,2019-05-12 16:35:22,1
440,2019-05-12 12:01:30,1
441,2019-05-11 02:37:46,1
442,2019-05-10 19:00:52,1
443,2019-05-09 22:00:13,1
444,2019-05-09 10:34:23,1
445,2019-05-09 01:01:17,1
446,2019-05-08 18:31:05,1
447,2019-05-07 19:13:59,1
448,2019-05-05 00:43:54,1
449,2019-05-04 21:08:58,1
450,2019-05-04 16:23:17,1
451,2019-05-04 02:59:26,1
452,2019-05-03 22:00:58,1
453,2019-05-02 21:59:59,1
454,2019-05-02 15:38:58,1
455,2019-05-01 22:39:41,1
456,2019-05-01 20:04:32,1
457,2019-05-01 00:37:17,1
458,2019-04-30 21:05:59,1
459,2019-04-29 18:58:29,1
460,2019-04-29 12:31:44,1
461,2019-04-29 10:16:47,1
462,2019-04-27 15:02:33,1
463,2019-04-26 01:29:15,1
464,2019-04-25 22:00:05,1
465,2019-04-25 21:32:52,1
466,2019-04-25 11:12:34,1
467,2019-04-20 23:41:40,1
468,2019-04-20 02:44:29,1
469,2019-04-18 22:00:16,1
470,2019-04-17 21:34:07,1
471,2019-04-17 17:58:39,1
472,2019-04-16 13:46:29,1
473,2019-04-15 15:40:15,1
474,2019-04-15 09:32:01,1
475,2019-04-14 23:01:52,1
476,2019-04-14 16:35:57,1
477,2019-04-14 13:37:09,1
478,2019-04-13 19:58:38,1
479,2019-04-13 15:26:11,1
480,2019-04-13 14:23:24,1
481,2019-04-11 22:00:25,1
482,2019-04-10 09:02:53,1
483,2019-04-08 23:31:06,1
484,2019-04-08 01:16:10,1
485,2019-04-04 22:01:15,1
486,2019-04-04 21:18:05,1
487,2019-04-03 20:49:55,1
488,2019-04-03 13:55:05,1
489,2019-04-02 11:09:04,1
490,2019-04-01 18:45:27,1
491,2019-03-29 17:23:01,1
492,2019-03-29 03:00:33,1
493,2019-03-28 22:00:30,1
494,2019-03-28 01:27:10,1
495,2019-03-27 19:10:18,1
496,2019-03-27 03:44:23,1
497,2019-03-26 17:08:04,1
498,2019-03-26 13:11:58,1
499,2019-03-25 19:41:40,1
500,2019-03-25 09:42:22,1
501,2019-03-24 19:30:38,1
502,2019-03-24 09:47:09,1
503,2019-03-22 13:14:57,1
504,2019-03-21 21:58:07,1
505,2019-03-21 21:25:22,1
506,2019-03-21 00:33:36,1
507,2019-03-20 14:32:04,1
508,2019-03-20 01:33:08,1
509,2019-03-18 20:50:50,1
510,2019-03-18 17:18:16,1
511,2019-03-18 09:11:13,1
512,2019-03-17 20:20:34,1
513,2019-03-16 21:51:26,1
514,2019-03-16 00:54:18,1
515,2019-03-14 21:29:55,1
516,2019-03-14 10:05:30,1
517,2019-03-12 18:57:52,1
518,2019-03-10 13:35:06,1
519,2019-03-09 22:34:28,1
520,2019-03-08 10:27:44,1
521,2019-03-07 21:30:08,1
522,2019-03-06 20:00:22,1
523,2019-03-06 00:09:17,1
524,2019-03-04 15:29:45,1
525,2019-03-04 13:39:41,1
526,2019-03-04 02:18:19,1
527,2019-02-26 20:02:53,1
528,2019-02-26 14:25:47,1
529,2019-02-26 13:10:31,1
530,2019-02-25 00:25:05,1
531,2019-02-22 23:45:56,1
532,2019-02-22 08:49:25,1
533,2019-02-20 23:21:04,1
534,2019-02-20 21:43:17,1
535,2019-02-18 10:34:49,1
536,2019-02-18 01:08:13,1
537,2019-02-17 23:57:14,1
538,2019-02-14 23:17:02,1
539,2019-02-13 20:09:52,1
540,2019-02-11 21:44:02,1
541,2019-02-11 16:23:35,1
542,2019-02-10 14:38:03,1
543,2019-02-09 15:33:41,1
544,2019-02-09 12:38:05,1
545,2019-02-08 23:07:18,1
546,2019-02-08 19:50:29,1
547,2019-02-08 13:01:50,1
548,2019-02-06 09:34:18,1
549,2019-02-05 22:46:23,1
550,2019-02-03 23:30:32,1
551,2019-02-03 13:51:44,1
552,2019-02-02 21:35:12,1
553,2019-02-01 12:57:20,1
554,2019-01-31 22:01:50,1
555,2019-01-31 13:35:27,1
556,2019-01-30 23:26:32,1
557,2019-01-30 14:29:03,1
558,2019-01-26 23:18:34,1
559,2019-01-26 19:25:10,1
560,2019-01-25 17:23:23,1
561,2019-01-24 20:15:38,1
562,2019-01-23 19:14:08,1
563,2019-01-23 12:26:10,1
564,2019-01-23 11:03:44,1
565,2019-01-23 09:14:49,1
566,2019-01-23 01:30:22,1
567,2019-01-22 17:26:14,1
568,2019-01-20 23:10:30,1
569,2019-01-20 21:28:39,1
570,2019-01-19 21:51:21,1
571,2019-01-19 12:05:01,1
572,2019-01-17 13:47:02,1
573,2019-01-13 19:07:53,1
574,2019-01-13 18:26:46,1
575,2019-01-12 22:35:47,1
576,2019-01-12 22:16:33,1
577,2019-01-12 19:59:22,1
578,2019-01-11 23:11:45,1
579,2019-01-11 01:48:28,1
580,2019-01-10 11:03:33,1
581,2019-01-08 18:51:43,1
582,2019-01-07 22:24:28,1
583,2019-01-07 21:09:52,1
584,2019-01-07 08:35:21,1
585,2019-01-06 10:32:52,1
586,2019-01-06 00:51:51,1
587,2019-01-05 00:43:12,1
588,2019-01-04 02:37:12,1
589,2019-01-03 19:13:52,1
590,2019-01-03 10:16:54,1
591,2019-01-03 01:13:26,1
592,2019-01-02 20:53:28,1
593,2019-01-02 14:22:03,1
594,2019-01-01 23:16:07,1
595,2019-01-01 18:33:15,1
0,2019-01-01 00:00:00,0
1,2019-01-02 00:00:00,0
2,2019-01-03 00:00:00,0
3,2019-01-04 00:00:00,0
4,2019-01-05 00:00:00,0
5,2019-01-06 00:00:00,0
6,2019-01-07 00:00:00,0
7,2019-01-08 00:00:00,0
8,2019-01-09 00:00:00,0
9,2019-01-10 00:00:00,0
10,2019-01-11 00:00:00,0
11,2019-01-12 00:00:00,0
12,2019-01-13 00:00:00,0
13,2019-01-14 00:00:00,0
14,2019-01-15 00:00:00,0
15,2019-01-16 00:00:00,0
16,2019-01-17 00:00:00,0
17,2019-01-18 00:00:00,0
18,2019-01-19 00:00:00,0
19,2019-01-20 00:00:00,0
20,2019-01-21 00:00:00,0
21,2019-01-22 00:00:00,0
22,2019-01-23 00:00:00,0
23,2019-01-24 00:00:00,0
24,2019-01-25 00:00:00,0
25,2019-01-26 00:00:00,0
26,2019-01-27 00:00:00,0
27,2019-01-28 00:00:00,0
28,2019-01-29 00:00:00,0
29,2019-01-30 00:00:00,0
30,2019-01-31 00:00:00,0
31,2019-02-01 00:00:00,0
32,2019-02-02 00:00:00,0
33,2019-02-03 00:00:00,0
34,2019-02-04 00:00:00,0
35,2019-02-05 00:00:00,0
36,2019-02-06 00:00:00,0
37,2019-02-07 00:00:00,0
38,2019-02-08 00:00:00,0
39,2019-02-09 00:00:00,0
40,2019-02-10 00:00:00,0
41,2019-02-11 00:00:00,0
42,2019-02-12 00:00:00,0
43,2019-02-13 00:00:00,0
44,2019-02-14 00:00:00,0
45,2019-02-15 00:00:00,0
46,2019-02-16 00:00:00,0
47,2019-02-17 00:00:00,0
48,2019-02-18 00:00:00,0
49,2019-02-19 00:00:00,0
50,2019-02-20 00:00:00,0
51,2019-02-21 00:00:00,0
52,2019-02-22 00:00:00,0
53,2019-02-23 00:00:00,0
54,2019-02-24 00:00:00,0
55,2019-02-25 00:00:00,0
56,2019-02-26 00:00:00,0
57,2019-02-27 00:00:00,0
58,2019-02-28 00:00:00,0
59,2019-03-01 00:00:00,0
60,2019-03-02 00:00:00,0
61,2019-03-03 00:00:00,0
62,2019-03-04 00:00:00,0
63,2019-03-05 00:00:00,0
64,2019-03-06 00:00:00,0
65,2019-03-07 00:00:00,0
66,2019-03-08 00:00:00,0
67,2019-03-09 00:00:00,0
68,2019-03-10 00:00:00,0
69,2019-03-11 00:00:00,0
70,2019-03-12 00:00:00,0
71,2019-03-13 00:00:00,0
72,2019-03-14 00:00:00,0
73,2019-03-15 00:00:00,0
74,2019-03-16 00:00:00,0
75,2019-03-17 00:00:00,0
76,2019-03-18 00:00:00,0
77,2019-03-19 00:00:00,0
78,2019-03-20 00:00:00,0
79,2019-03-21 00:00:00,0
80,2019-03-22 00:00:00,0
81,2019-03-23 00:00:00,0
82,2019-03-24 00:00:00,0
83,2019-03-25 00:00:00,0
84,2019-03-26 00:00:00,0
85,2019-03-27 00:00:00,0
86,2019-03-28 00:00:00,0
87,2019-03-29 00:00:00,0
88,2019-03-30 00:00:00,0
89,2019-03-31 00:00:00,0
90,2019-04-01 00:00:00,0
91,2019-04-02 00:00:00,0
92,2019-04-03 00:00:00,0
93,2019-04-04 00:00:00,0
94,2019-04-05 00:00:00,0
95,2019-04-06 00:00:00,0
96,2019-04-07 00:00:00,0
97,2019-04-08 00:00:00,0
98,2019-04-09 00:00:00,0
99,2019-04-10 00:00:00,0
100,2019-04-11 00:00:00,0
101,2019-04-12 00:00:00,0
102,2019-04-13 00:00:00,0
103,2019-04-14 00:00:00,0
104,2019-04-15 00:00:00,0
105,2019-04-16 00:00:00,0
106,2019-04-17 00:00:00,0
107,2019-04-18 00:00:00,0
108,2019-04-19 00:00:00,0
109,2019-04-20 00:00:00,0
110,2019-04-21 00:00:00,0
111,2019-04-22 00:00:00,0
112,2019-04-23 00:00:00,0
113,2019-04-24 00:00:00,0
114,2019-04-25 00:00:00,0
115,2019-04-26 00:00:00,0
116,2019-04-27 00:00:00,0
117,2019-04-28 00:00:00,0
118,2019-04-29 00:00:00,0
119,2019-04-30 00:00:00,0
120,2019-05-01 00:00:00,0
121,2019-05-02 00:00:00,0
122,2019-05-03 00:00:00,0
123,2019-05-04 00:00:00,0
124,2019-05-05 00:00:00,0
125,2019-05-06 00:00:00,0
126,2019-05-07 00:00:00,0
127,2019-05-08 00:00:00,0
128,2019-05-09 00:00:00,0
129,2019-05-10 00:00:00,0
130,2019-05-11 00:00:00,0
131,2019-05-12 00:00:00,0
132,2019-05-13 00:00:00,0
133,2019-05-14 00:00:00,0
134,2019-05-15 00:00:00,0
135,2019-05-16 00:00:00,0
136,2019-05-17 00:00:00,0
137,2019-05-18 00:00:00,0
138,2019-05-19 00:00:00,0
139,2019-05-20 00:00:00,0
140,2019-05-21 00:00:00,0
141,2019-05-22 00:00:00,0
142,2019-05-23 00:00:00,0
143,2019-05-24 00:00:00,0
144,2019-05-25 00:00:00,0
145,2019-05-26 00:00:00,0
146,2019-05-27 00:00:00,0
147,2019-05-28 00:00:00,0
148,2019-05-29 00:00:00,0
149,2019-05-30 00:00:00,0
150,2019-05-31 00:00:00,0
151,2019-06-01 00:00:00,0
152,2019-06-02 00:00:00,0
153,2019-06-03 00:00:00,0
154,2019-06-04 00:00:00,0
155,2019-06-05 00:00:00,0
156,2019-06-06 00:00:00,0
157,2019-06-07 00:00:00,0
158,2019-06-08 00:00:00,0
159,2019-06-09 00:00:00,0
160,2019-06-10 00:00:00,0
161,2019-06-11 00:00:00,0
162,2019-06-12 00:00:00,0
163,2019-06-13 00:00:00,0
164,2019-06-14 00:00:00,0
165,2019-06-15 00:00:00,0
166,2019-06-16 00:00:00,0
167,2019-06-17 00:00:00,0
168,2019-06-18 00:00:00,0
169,2019-06-19 00:00:00,0
170,2019-06-20 00:00:00,0
171,2019-06-21 00:00:00,0
172,2019-06-22 00:00:00,0
173,2019-06-23 00:00:00,0
174,2019-06-24 00:00:00,0
175,2019-06-25 00:00:00,0
176,2019-06-26 00:00:00,0
177,2019-06-27 00:00:00,0
178,2019-06-28 00:00:00,0
179,2019-06-29 00:00:00,0
180,2019-06-30 00:00:00,0
181,2019-07-01 00:00:00,0
182,2019-07-02 00:00:00,0
183,2019-07-03 00:00:00,0
184,2019-07-04 00:00:00,0
185,2019-07-05 00:00:00,0
186,2019-07-06 00:00:00,0
187,2019-07-07 00:00:00,0
188,2019-07-08 00:00:00,0
189,2019-07-09 00:00:00,0
190,2019-07-10 00:00:00,0
191,2019-07-11 00:00:00,0
192,2019-07-12 00:00:00,0
193,2019-07-13 00:00:00,0
194,2019-07-14 00:00:00,0
195,2019-07-15 00:00:00,0
196,2019-07-16 00:00:00,0
197,2019-07-17 00:00:00,0
198,2019-07-18 00:00:00,0
199,2019-07-19 00:00:00,0
200,2019-07-20 00:00:00,0
201,2019-07-21 00:00:00,0
202,2019-07-22 00:00:00,0
203,2019-07-23 00:00:00,0
204,2019-07-24 00:00:00,0
205,2019-07-25 00:00:00,0
206,2019-07-26 00:00:00,0
207,2019-07-27 00:00:00,0
208,2019-07-28 00:00:00,0
209,2019-07-29 00:00:00,0
210,2019-07-30 00:00:00,0
211,2019-07-31 00:00:00,0
212,2019-08-01 00:00:00,0
213,2019-08-02 00:00:00,0
214,2019-08-03 00:00:00,0
215,2019-08-04 00:00:00,0
216,2019-08-05 00:00:00,0
217,2019-08-06 00:00:00,0
218,2019-08-07 00:00:00,0
219,2019-08-08 00:00:00,0
220,2019-08-09 00:00:00,0
221,2019-08-10 00:00:00,0
222,2019-08-11 00:00:00,0
223,2019-08-12 00:00:00,0
224,2019-08-13 00:00:00,0
225,2019-08-14 00:00:00,0
