,created_time,status_type,type,video_length,message,link,permalink_url,comments_count,shares_count,reactions_count,like_count,love_count,wow_count,haha_count,sad_count,angry_count
0,2019-12-30 15:45:15,added_video,video,01:44,#NOME?,https://www.facebook.com/jairmessias.bolsonaro/videos/441870580101302/,https://www.facebook.com/211857482296579/posts/1724945110987801/,7663.0,18709.0,92429.0,82471.0,8426.0,1149.0,326.0,14.0,43.0
1,2019-12-28 19:37:15,added_video,video,00:39,#NOME?,https://www.facebook.com/jairmessias.bolsonaro/videos/1090806681113830/,https://www.facebook.com/211857482296579/posts/1722770851205227/,2120.0,8068.0,58791.0,53414.0,4050.0,1175.0,104.0,14.0,34.0
2,2019-12-27 15:47:33,added_video,video,15:34,,https://www.facebook.com/jairmessias.bolsonaro/videos/562994224541231/,https://www.facebook.com/jairmessias.bolsonaro/videos/562994224541231/,8231.0,4072.0,47923.0,40766.0,6626.0,122.0,281.0,22.0,106.0
3,2019-12-26 22:00:02,added_video,video,50:58:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/2645151742265882/,https://www.facebook.com/jairmessias.bolsonaro/videos/2645151742265882/,34066.0,14985.0,91223.0,75540.0,13400.0,404.0,533.0,138.0,1208.0
4,2019-12-25 17:06:24,added_video,video,00:26,"- Recebi a demanda de um professor de medicina da Universidade Federal de Roraima, falando dos atoleiros existentes na Rv Porto Velho/Manaus.  - Mesmo sendo Natal acionei o Capitão Tarcísio, Ministro da Infraestrutura. Segue sua resposta:  - ""Essa é a BR-319/AM, que liga Porto Velho a Manaus. Nós fizemos um bom trabalho de manutenção esse ano lá, mas não adianta. Quando chega na chuva, a estrada se deteriora rapidamente.  - Essa estrada foi pavimentada totalmente, foi inaugurada em 1978. Mas o asfalto se perdeu e a dificuldade para uma nova pavimentação reside na licença ambiental.  - Então vamos lá. São duas ações. Uma de curto prazo e outra mais de longo prazo.  - Curto prazo: estamos acionando máquinas do contrato de manutenção para colocar rachão e brita e dar trafegabilidade nas áreas de atoleiro. Isso vai garantir o trânsito no inverno.  - Longo prazo: agora no primeiro trimestre de 2020 vou fazer a licitação para pavimentação dos primeiros 52 km. Enquanto isso estamos fazendo o projeto para os 405 km restantes.  - A licitação do projeto fizemos agora em dezembro. Enquanto fazemos o projeto, estamos trabalhando na licença ambiental. O presidente do IBAMA, que é muito bom, selecionou uma equipe a dedo e está determinado a dar a licença. Com a licença, contrato a obra do trecho todo.""  - Ministro da Infraestrutura Tarcísio - Presidente Jair Bolsonaro",https://www.facebook.com/jairmessias.bolsonaro/videos/2542034789407623/,https://www.facebook.com/211857482296579/posts/1718728921609420/,2673.0,5943.0,39735.0,35430.0,3330.0,782.0,43.0,116.0,34.0
5,2019-12-24 23:46:02,added_video,video,02:05,- De 1955 ☆ até onde Ele me permitir servir à minha Pátria.,https://www.facebook.com/jairmessias.bolsonaro/videos/2615811941984623/,https://www.facebook.com/211857482296579/posts/1717749905040655/,7418.0,15804.0,93458.0,78784.0,14026.0,475.0,127.0,25.0,21.0
6,2019-12-24 12:54:02,mobile_status_update,status,,"- Da série João 8:32 (9):  - O futuro do Brasil depende do esforço de cada um de nós. Não cobre, de uma única pessoa, a solução do que foi destruído, por décadas, pela ação dos maus e omissão dos bons.  -  Eclesiastes 4:10 - porque se um cair o outro levanta o seu companheiro; mas ai do que estiver só; pois, caindo, não haverá outro que o levante.",,https://www.facebook.com/211857482296579/posts/1717169675098678/,10086.0,8931.0,100330.0,88969.0,10569.0,450.0,285.0,26.0,31.0
7,2019-12-22 12:56:42,added_video,video,00:11,"- PODER EM FOCO, nesse domingo, após o programa SILVIO SANTOS.",https://www.facebook.com/jairmessias.bolsonaro/videos/1348244168678727/,https://www.facebook.com/211857482296579/posts/1714964591985853/,1340.0,4902.0,32263.0,29700.0,2170.0,265.0,102.0,3.0,23.0
8,2019-12-22 09:21:31,mobile_status_update,status,,"- Nota de Esclarecimento do Ministério de Minas e Energia (MME):*l  - A citação publicada pelo jornal O Globo (21/dez), sobre possibilidade de racionamento de energia elétrica em 2020, não corresponde a realidade do setor elétrico brasileiro.  - Não haverá falta de energia, mesmo que haja crescimento da economia acima de 2,5%. A cada ano, o MME vem contratando um conjunto de empreendimentos de diversas fontes de energia (eólica, solar, biomassa, térmicas e pequenas centrais hidrelétricas  etc), suficientes para atender o crescimento econômico e sustentável do País.  - O investidor acredita no mercado brasileiro, tanto que, no último leilão de contratação de geração de energia de 2019 foram cadastrados mais de 100 GW em projetos, que seriam suficientes para atender o crescimento econômico e a demanda do país por energia, pelos próximos 12 anos.  - Adicionalmente, a segurança do suprimento eletroenergético nacional é avaliada continuamente pelo Comitê de Monitoramento do Setor Elétrico - CMSE, presidido pelo Ministro de Minas e Energia, juntamente com a ANEEL, a ANP, o  ONS, a EPE e a CCEE. Portanto o MME está preparado para expandir o setor de forma contínua, com confiabilidade e segurança, para garantir o fornecimento de energia sociedade .  - PR JAIR BOLSONARO - MME BENTO ALBUQUERQUE",,https://www.facebook.com/211857482296579/posts/1714784955337150/,4078.0,11238.0,78044.0,73399.0,4054.0,400.0,131.0,10.0,50.0
9,2019-12-21 16:22:53,added_video,video,03:10,- Alexandre Garcia: o 1° ano do Governo Jair Bolsonaro.,https://www.facebook.com/jairmessias.bolsonaro/videos/974067119645936/,https://www.facebook.com/211857482296579/posts/1713976298751349/,4589.0,31596.0,91368.0,83175.0,7020.0,327.0,796.0,12.0,38.0
10,2019-12-20 21:16:00,added_video,video,47:51:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/998152100570522/,https://www.facebook.com/jairmessias.bolsonaro/videos/998152100570522/,10135.0,5393.0,58501.0,50916.0,6919.0,150.0,377.0,38.0,101.0
11,2019-12-20 20:47:57,added_video,video,04:43,,https://www.facebook.com/jairmessias.bolsonaro/videos/2388743134565692/,https://www.facebook.com/jairmessias.bolsonaro/videos/2388743134565692/,9032.0,8012.0,54951.0,47898.0,6309.0,157.0,480.0,24.0,83.0
12,2019-12-20 11:44:28,added_video,video,22:59,,https://www.facebook.com/jairmessias.bolsonaro/videos/585678655578709/,https://www.facebook.com/jairmessias.bolsonaro/videos/585678655578709/,7708.0,3603.0,38465.0,32612.0,5220.0,104.0,415.0,21.0,93.0
13,2019-12-19 22:03:10,added_video,video,44:19:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/2524332351176090/,https://www.facebook.com/jairmessias.bolsonaro/videos/2524332351176090/,12632.0,8056.0,49733.0,43261.0,5558.0,160.0,531.0,43.0,180.0
14,2019-12-19 18:28:21,added_video,video,35:24:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/791108251387168/,https://www.facebook.com/jairmessias.bolsonaro/videos/791108251387168/,3800.0,2614.0,29890.0,26801.0,2814.0,70.0,156.0,12.0,37.0
15,2019-12-19 11:42:04,added_video,video,13:58,,https://www.facebook.com/jairmessias.bolsonaro/videos/785414801935822/,https://www.facebook.com/jairmessias.bolsonaro/videos/785414801935822/,4231.0,4192.0,33875.0,30157.0,3399.0,81.0,180.0,6.0,52.0
16,2019-12-19 01:07:01,mobile_status_update,status,,"- A bolsa bate novo recorde: pela primeira vez superou 113 mil pontos e dólar caiu para R$ 4,061.  - Paulo Guedes confirma que o déficit fiscal de 2019, previsto em R$ 139 bilhões, ficará em menos de R$ 80 bilhões. Caiu praticamente pela metade.  - Menor taxa de juros de todos os tempo, Selic a 4,5%. Risco Brasil cai e chega ao menor nível desde 2010.  - Expectativa do mercado de crescimento do PIB aumenta para 1,12%. Diminuiu o desemprego com 1 milhão de novas vagas este ano.",,https://www.facebook.com/211857482296579/posts/1710378015777844/,10740.0,25851.0,145952.0,129350.0,14481.0,1644.0,412.0,14.0,51.0
17,2019-12-17 13:29:01,mobile_status_update,status,,"- A situação política da Venezuela tem reflexos diretos no Estado de Roraima: aumento da violência e população de rua, piora na saúde e educação, etc.  - O novo governo da Argentina, que faz divisa com a Região Sul do Brasil (RS, SC e PR), tomou as seguintes medidas:  1) Dupla indenização para demissão sem justa causa;  2) Elevação do imposto de exportação (grãos);  3) Imposto de 30% para compras no exterior; e  4) Volta da discussão da legalização do aborto.",,https://www.facebook.com/211857482296579/posts/1708628252619487/,3898.0,3705.0,44070.0,36039.0,240.0,593.0,206.0,4274.0,2718.0
18,2019-12-16 13:56:13,added_video,video,07:44,"- Alvorada, 16/dezembro/2019.",https://www.facebook.com/jairmessias.bolsonaro/videos/800974000419943/,https://www.facebook.com/211857482296579/posts/1707373476078298/,3014.0,8357.0,58965.0,54802.0,3615.0,136.0,356.0,17.0,39.0
19,2019-12-16 11:28:55,added_video,video,15:24,,https://www.facebook.com/jairmessias.bolsonaro/videos/457057721660641/,https://www.facebook.com/jairmessias.bolsonaro/videos/457057721660641/,7147.0,2849.0,37047.0,31527.0,5211.0,85.0,165.0,18.0,41.0
20,2019-12-16 10:43:19,added_video,video,03:06,"- RECORD: Brasil inaugura, em Jerusalém, escritório da APEX com presença de Benjamin Netanyahu e Eduardo Bolsonaro.",https://www.facebook.com/jairmessias.bolsonaro/videos/552302318682396/,https://www.facebook.com/211857482296579/posts/1707191716096474/,1099.0,4192.0,29346.0,26662.0,2414.0,203.0,44.0,4.0,19.0
21,2019-12-15 15:11:08,added_video,video,15:15,,https://www.facebook.com/jairmessias.bolsonaro/videos/2533617796759952/,https://www.facebook.com/jairmessias.bolsonaro/videos/2533617796759952/,7500.0,3440.0,42569.0,35731.0,6382.0,116.0,250.0,16.0,74.0
22,2019-12-14 23:10:07,added_video,video,03:01,"- BOA NOITE A TODOS. - Alvorada, 14/dezembro.",https://www.facebook.com/jairmessias.bolsonaro/videos/804377759988392/,https://www.facebook.com/211857482296579/posts/1705566146259031/,2830.0,3161.0,45576.0,42221.0,3024.0,167.0,112.0,11.0,41.0
23,2019-12-14 19:19:00,added_video,video,04:18,,https://www.facebook.com/jairmessias.bolsonaro/videos/1519594344873131/,https://www.facebook.com/jairmessias.bolsonaro/videos/1519594344873131/,3699.0,1496.0,27425.0,23283.0,3881.0,70.0,142.0,12.0,37.0
24,2019-12-14 16:53:01,added_video,video,01:28,- SEMANA DO PRESIDENTE.  - 09 a 13 de DEZEMBRO/19.,https://www.facebook.com/jairmessias.bolsonaro/videos/462093091170398/,https://www.facebook.com/211857482296579/posts/1705216432960669/,795.0,1809.0,16244.0,14964.0,1165.0,81.0,27.0,1.0,6.0
25,2019-12-14 16:37:26,added_video,video,03:36,,https://www.facebook.com/jairmessias.bolsonaro/videos/1042565639415917/,https://www.facebook.com/jairmessias.bolsonaro/videos/1042565639415917/,3911.0,1576.0,28523.0,24333.0,3937.0,72.0,127.0,11.0,43.0
26,2019-12-13 12:09:26,added_video,video,21:18,,https://www.facebook.com/jairmessias.bolsonaro/videos/581367149319248/,https://www.facebook.com/jairmessias.bolsonaro/videos/581367149319248/,10259.0,7902.0,60137.0,49231.0,10316.0,169.0,321.0,32.0,68.0
27,2019-12-12 22:01:31,added_video,video,26:08:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/2514293038837412/,https://www.facebook.com/jairmessias.bolsonaro/videos/2514293038837412/,14191.0,11478.0,57352.0,49383.0,7321.0,162.0,297.0,45.0,144.0
28,2019-12-12 12:51:16,mobile_status_update,status,,Você é favorável ao retorno dos radares móveis em rodovias federais?,,https://www.facebook.com/211857482296579/posts/1702340489914930/,12690.0,10997.0,44050.0,40005.0,2316.0,136.0,1289.0,59.0,245.0
29,2019-12-11 19:14:12,added_video,video,01:46,#NOME?,https://www.facebook.com/jairmessias.bolsonaro/videos/2394529120797939/,https://www.facebook.com/211857482296579/posts/1701135873368725/,602.0,1756.0,20295.0,18749.0,1401.0,68.0,52.0,3.0,22.0
30,2019-12-11 12:32:30,added_video,video,01:52,,https://www.facebook.com/jairmessias.bolsonaro/videos/821025451673723/,https://www.facebook.com/jairmessias.bolsonaro/videos/821025451673723/,4119.0,4218.0,44916.0,38240.0,6388.0,182.0,65.0,12.0,29.0
31,2019-12-11 11:55:13,added_video,video,00:39,,https://www.facebook.com/jairmessias.bolsonaro/videos/469698130351456/,https://www.facebook.com/jairmessias.bolsonaro/videos/469698130351456/,2882.0,1108.0,20150.0,17564.0,2473.0,51.0,46.0,4.0,12.0
32,2019-12-09 14:27:18,added_video,video,28:52:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/1156154527908828/,https://www.facebook.com/jairmessias.bolsonaro/videos/1156154527908828/,10496.0,16385.0,61261.0,53598.0,6894.0,248.0,310.0,65.0,146.0
33,2019-12-09 11:37:36,added_video,video,02:02,,https://www.facebook.com/jairmessias.bolsonaro/videos/1825328694268827/,https://www.facebook.com/jairmessias.bolsonaro/videos/1825328694268827/,3561.0,1065.0,24377.0,20973.0,3192.0,46.0,134.0,7.0,25.0
34,2019-12-08 00:55:40,added_video,video,01:18,"- Formatura de Guardas-Marinha. - Escola Naval, Rio de Janeiro.",https://www.facebook.com/jairmessias.bolsonaro/videos/595990921208865/,https://www.facebook.com/211857482296579/posts/1696043560544623/,2292.0,7483.0,46944.0,41811.0,4776.0,272.0,59.0,4.0,22.0
35,2019-12-07 17:34:51,added_video,video,03:39,,https://www.facebook.com/jairmessias.bolsonaro/videos/510532002872026/,https://www.facebook.com/jairmessias.bolsonaro/videos/510532002872026/,4709.0,1510.0,28865.0,23965.0,4599.0,79.0,158.0,14.0,50.0
36,2019-12-05 22:00:39,added_video,video,07:13,,https://www.facebook.com/jairmessias.bolsonaro/videos/485038742122777/,https://www.facebook.com/jairmessias.bolsonaro/videos/485038742122777/,13030.0,7204.0,72434.0,60796.0,8683.0,160.0,2665.0,25.0,105.0
37,2019-12-05 19:46:40,added_photos,photo,,"- Missão cumprida na cúpula do MERCOSUL. - Logo mais, Maracanã, Flamengo x Avaí.",https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1693077410841238/?type=3,https://www.facebook.com/211857482296579/posts/1693077447507901/,7622.0,5382.0,141607.0,123842.0,15465.0,389.0,1727.0,29.0,155.0
38,2019-12-05 12:57:51,added_video,video,01:19,Bento Gonçalves/RS,https://www.facebook.com/jairmessias.bolsonaro/videos/2758476137528523/,https://www.facebook.com/211857482296579/posts/1692694834212829/,4207.0,11221.0,66310.0,58745.0,6818.0,497.0,187.0,14.0,49.0
39,2019-12-05 12:47:48,added_video,video,01:12,,https://www.facebook.com/jairmessias.bolsonaro/videos/573168013254506/,https://www.facebook.com/jairmessias.bolsonaro/videos/573168013254506/,2149.0,1355.0,19869.0,16964.0,2738.0,64.0,76.0,7.0,20.0
40,2019-12-05 12:20:14,added_video,video,02:15,,https://www.facebook.com/jairmessias.bolsonaro/videos/1487360124761524/,https://www.facebook.com/jairmessias.bolsonaro/videos/1487360124761524/,2939.0,1558.0,24568.0,21570.0,2806.0,94.0,54.0,9.0,35.0
41,2019-12-04 18:37:32,added_video,video,22:23,,https://www.facebook.com/jairmessias.bolsonaro/videos/434647877424705/,https://www.facebook.com/jairmessias.bolsonaro/videos/434647877424705/,17826.0,10227.0,65040.0,53406.0,10486.0,421.0,586.0,32.0,109.0
42,2019-12-04 11:29:32,added_video,video,24:21:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/841065336312939/,https://www.facebook.com/jairmessias.bolsonaro/videos/841065336312939/,8153.0,2896.0,38985.0,32743.0,5857.0,104.0,178.0,25.0,78.0
43,2019-12-04 09:36:08,added_video,video,03:58,"- Alexandre Garcia, 04/dezembro.  - ECONOMIA e EDUCAÇÃO.",https://www.facebook.com/jairmessias.bolsonaro/videos/580799662675608/,https://www.facebook.com/211857482296579/posts/1690324051116574/,2028.0,13759.0,40688.0,37566.0,2736.0,249.0,105.0,9.0,23.0
44,2019-12-04 06:03:24,mobile_status_update,status,,"- A ANVISA aprovou hoje a autorização de registro de medicamentos à base de Cannabis.  - O cultivo de plantas Cannabis, para fins medicinais, foi arquivado após dois diretores acompanharem o voto do Diretor, Antonio Barra.  - O resultado de hoje garantirá um melhor acesso dos pacientes ao tratamento, mesmo com a não aprovação do cultivo.",,https://www.facebook.com/211857482296579/posts/1690156194466693/,3484.0,4071.0,59347.0,53498.0,4702.0,325.0,154.0,69.0,599.0
45,2019-12-03 13:18:27,mobile_status_update,status,,"- PIB cresce 0,6% no trimestre (IBGE).  - Somado a menor taxa de juros da história (5%), o crescimento do investimento (2,9% /ano), entre outros números positivos da indústria, comércio e turismo, a certeza de que estamos no caminho certo.",,https://www.facebook.com/211857482296579/posts/1689158701233109/,4619.0,5031.0,59449.0,53848.0,4399.0,331.0,756.0,23.0,92.0
46,2019-12-03 11:19:24,added_video,video,03:05,,https://www.facebook.com/jairmessias.bolsonaro/videos/453048925410649/,https://www.facebook.com/jairmessias.bolsonaro/videos/453048925410649/,3902.0,1649.0,29768.0,25622.0,3865.0,71.0,145.0,12.0,53.0
47,2019-12-02 16:32:50,added_photos,photo,,"- Em 16/11 a seleção feminina de futsal de surdos sagrou-se campeã mundial pela primeira vez na história.   - As campeãs estiveram presentes hoje em evento da CEF para a pessoa com deficiência, a nosso convite.  - A Caixa é atualmente exemplo de inclusão e eficiência, com número cada vez maior de deficientes no quadro de funcionários.",https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1688204501328529/?type=3,https://www.facebook.com/211857482296579/posts/1688204521328527/,1653.0,2891.0,53324.0,48644.0,4242.0,360.0,54.0,3.0,21.0
48,2019-12-02 11:34:22,added_video,video,04:02,,https://www.facebook.com/jairmessias.bolsonaro/videos/1383069365196201/,https://www.facebook.com/jairmessias.bolsonaro/videos/1383069365196201/,5418.0,2002.0,33547.0,28452.0,4726.0,86.0,228.0,10.0,45.0
49,2019-12-01 21:21:38,added_video,video,01:39,- SEMANA DO PRESIDENTE. - 25 a 30 de NOVEMBRO.,https://www.facebook.com/jairmessias.bolsonaro/videos/1586925831446858/,https://www.facebook.com/211857482296579/posts/1687353601413619/,1215.0,2591.0,21595.0,19671.0,1730.0,128.0,43.0,2.0,21.0
50,2019-11-30 23:39:04,added_video,video,01:30,"- Centro de Convenções Ulisses Guimarães, Brasília/DF.  - Stand Up do Pastor Cláudio Duarte.",https://www.facebook.com/jairmessias.bolsonaro/videos/531671757690558/,https://www.facebook.com/211857482296579/posts/1686369041512075/,4891.0,12322.0,88166.0,77919.0,8945.0,1005.0,219.0,19.0,59.0
51,2019-11-30 21:52:40,added_video,video,06:55,#NOME?,https://www.facebook.com/jairmessias.bolsonaro/videos/849295578806523/,https://www.facebook.com/211857482296579/posts/1686276164854696/,2521.0,4964.0,47502.0,43426.0,3715.0,225.0,90.0,8.0,38.0
52,2019-11-30 19:20:15,added_video,video,07:37,,https://www.facebook.com/jairmessias.bolsonaro/videos/585351135571993/,https://www.facebook.com/jairmessias.bolsonaro/videos/585351135571993/,4371.0,1681.0,26869.0,22567.0,4035.0,73.0,134.0,12.0,48.0
53,2019-11-30 15:04:00,added_video,video,11:42,,https://www.facebook.com/jairmessias.bolsonaro/videos/2822844341096769/,https://www.facebook.com/jairmessias.bolsonaro/videos/2822844341096769/,4549.0,3311.0,30727.0,26231.0,4222.0,159.0,62.0,12.0,41.0
54,2019-11-30 14:51:46,added_video,video,11:51,,https://www.facebook.com/jairmessias.bolsonaro/videos/576024849876695/,https://www.facebook.com/jairmessias.bolsonaro/videos/576024849876695/,2454.0,1360.0,18778.0,16161.0,2417.0,117.0,40.0,10.0,33.0
55,2019-11-30 14:38:33,added_video,video,04:44,,https://www.facebook.com/jairmessias.bolsonaro/videos/430944504246734/,https://www.facebook.com/jairmessias.bolsonaro/videos/430944504246734/,2013.0,1707.0,20017.0,17730.0,2097.0,103.0,54.0,7.0,26.0
56,2019-11-30 14:31:13,added_video,video,03:50,,https://www.facebook.com/jairmessias.bolsonaro/videos/2468922780045738/,https://www.facebook.com/jairmessias.bolsonaro/videos/2468922780045738/,1444.0,1172.0,18775.0,16623.0,2009.0,75.0,45.0,6.0,17.0
57,2019-11-30 14:19:17,added_video,video,10:55,,https://www.facebook.com/jairmessias.bolsonaro/videos/1388034271365593/,https://www.facebook.com/jairmessias.bolsonaro/videos/1388034271365593/,1943.0,881.0,15406.0,13201.0,2071.0,69.0,40.0,4.0,21.0
58,2019-11-30 14:12:16,added_video,video,05:37,,https://www.facebook.com/jairmessias.bolsonaro/videos/536619153585541/,https://www.facebook.com/jairmessias.bolsonaro/videos/536619153585541/,2123.0,1063.0,16379.0,14037.0,2198.0,88.0,31.0,3.0,22.0
59,2019-11-30 14:06:44,added_video,video,02:43,,https://www.facebook.com/jairmessias.bolsonaro/videos/566557157247146/,https://www.facebook.com/jairmessias.bolsonaro/videos/566557157247146/,1881.0,1001.0,16677.0,14183.0,2296.0,138.0,35.0,6.0,19.0
60,2019-11-30 13:56:06,added_video,video,08:56,,https://www.facebook.com/jairmessias.bolsonaro/videos/816755272077748/,https://www.facebook.com/jairmessias.bolsonaro/videos/816755272077748/,3775.0,1673.0,23777.0,19864.0,3675.0,132.0,58.0,18.0,30.0
61,2019-11-30 13:09:38,added_video,video,14:21,,https://www.facebook.com/jairmessias.bolsonaro/videos/1310831812435944/,https://www.facebook.com/jairmessias.bolsonaro/videos/1310831812435944/,22621.0,22106.0,140831.0,118652.0,20518.0,615.0,706.0,102.0,238.0
62,2019-11-29 23:36:43,added_video,video,00:48,"- A Folha pergunta e eu respondo: ""não quero mais ler a Folha e ponto final.""  - O povo faz coro: ""nem eu, nem eu...""  ""Qualquer anúncio que façam na Folha de SP, eu não compro aquele produto.""",https://www.facebook.com/jairmessias.bolsonaro/videos/434476243909296/,https://www.facebook.com/211857482296579/posts/1685067231642256/,2702.0,3437.0,35535.0,30592.0,3402.0,105.0,1399.0,10.0,27.0
63,2019-11-29 11:07:04,added_video,video,17:37,,https://www.facebook.com/jairmessias.bolsonaro/videos/1335199196662924/,https://www.facebook.com/jairmessias.bolsonaro/videos/1335199196662924/,9820.0,5768.0,51479.0,42445.0,8436.0,143.0,341.0,33.0,81.0
64,2019-11-28 21:59:48,added_video,video,36:25:00,,https://www.facebook.com/jairmessias.bolsonaro/videos/533820083864876/,https://www.facebook.com/jairmessias.bolsonaro/videos/533820083864876/,18867.0,8859.0,59893.0,49793.0,9270.0,182.0,423.0,44.0,181.0
65,2019-11-28 21:09:07,added_video,video,08:15,,https://www.facebook.com/jairmessias.bolsonaro/videos/456262038359654/,https://www.facebook.com/jairmessias.bolsonaro/videos/456262038359654/,4522.0,1585.0,28732.0,24621.0,3859.0,69.0,128.0,8.0,47.0
66,2019-11-27 09:23:29,added_video,video,00:39,"- O Pastor Samuel Câmara, Presidente da Convenção das Assembleias de Deus no Brasil, ora pelo nosso Governo. - Ontem em Manaus/AM.",https://www.facebook.com/jairmessias.bolsonaro/videos/2155303574776989/,https://www.facebook.com/211857482296579/posts/1681913111957668/,6374.0,13397.0,79926.0,67851.0,10920.0,331.0,707.0,37.0,80.0
67,2019-11-23 03:43:14,mobile_status_update,status,,"- NOTA DE PESAR  Com profunda tristeza presto minha solidariedade aos familiares do apresentador Gugu Liberato. O país perde um dos maiores nomes da comunicação televisiva, que de forma única levou informação e alegria aos lares brasileiros por quase quatro décadas. Que Deus o receba de braços abertos e conforte os corações de todos!  Jair Bolsonaro Presidente da República",,https://www.facebook.com/211857482296579/posts/1677056985776614/,9270.0,8959.0,370078.0,281766.0,10639.0,224.0,106.0,77265.0,78.0
68,2019-11-22 09:12:44,mobile_status_update,status,,"- De acordo com minha agenda, que é pública, um veículo de imprensa qualquer faz sua análise e divulga suas mentiras.  - Outros órgãos replicam a ""notícia"" com o intuito de passar a mensagem de que no Governo impera a desordem.  - Não existe qualquer reforma ministerial a caminho, até porque o Governo está indo muito bem, apesar dessa banda podre da imprensa.",,https://www.facebook.com/211857482296579/posts/1676038732545106/,6357.0,10254.0,115442.0,107258.0,6482.0,234.0,1349.0,33.0,86.0
69,2019-11-21 21:59:57,added_video,video,18:34,,https://www.facebook.com/jairmessias.bolsonaro/videos/479633192646205/,https://www.facebook.com/jairmessias.bolsonaro/videos/479633192646205/,16110.0,8113.0,59543.0,51447.0,7574.0,149.0,215.0,37.0,121.0
70,2019-11-21 21:16:03,added_video,video,08:42,,https://www.facebook.com/jairmessias.bolsonaro/videos/439905066551898/,https://www.facebook.com/jairmessias.bolsonaro/videos/439905066551898/,6798.0,3943.0,44248.0,37971.0,5883.0,125.0,212.0,15.0,42.0
71,2019-11-18 21:47:22,mobile_status_update,status,,"- POSSE/PORTE/ARMAS de FOGO  - Portarias 136 e 137 / COLOG, publicada no DOU de 12/novembro, dispõe aquisição de armas de fogo, munição, porte, registro, etc... COMPLETAMENTE de acordo com os Decretos 9.845 e 9.847 de junho/2019.  - Uma terceira portaria disporá sobre Normas Reguladoras relativas ao comércio exterior de produtos controlados.",,https://www.facebook.com/211857482296579/posts/1671995952949384/,2798.0,3860.0,57681.0,53457.0,3737.0,373.0,49.0,17.0,48.0
72,2019-11-17 14:36:14,added_video,video,01:12,"-  A VIRTUDE DA GRATIDÃO.   - Você é grato às pessoas que te ajudaram na vida? Eu tenho certeza que não cheguei até aqui sozinho...  - Na política meu primeiro sincero apoio veio de um hoje aposentado desembargador, o Dr. Egas, que em 1988 me forneceu 33 mil xerox, além de apoio moral. Ali todo meu material para divulgação (vereador).  - Aquele, quando não é humilde, acha que chegou ao topo sozinho e não reconhece ninguém (muito comum na política).  - A gratidão é a melhor maneira de você expressar a sua humildade, fazer verdadeiras amizades e ser útil para o próximo e à sua Pátria.  - Obrigado a Deus, sempre acima de tudo e de todos, obrigado povo que me confiou esse mandato, povo esse que devo lealdade, respeito e GRATIDÃO.",https://www.facebook.com/jairmessias.bolsonaro/videos/418836318810209/,https://www.facebook.com/211857482296579/posts/1670472449768401/,5559.0,14784.0,95608.0,84234.0,10446.0,698.0,198.0,8.0,24.0
73,2019-11-17 10:51:31,added_video,video,02:59,"- Luis Ernesto Lacombe, ex-Globo, fala do Governo Jair Bolsonaro e o que poderia ser do Brasil caso o outro fosse vitorioso.",https://www.facebook.com/jairmessias.bolsonaro/videos/406675126906252/,https://www.facebook.com/211857482296579/posts/1670253453123634/,8807.0,102234.0,225005.0,201556.0,21511.0,1270.0,562.0,17.0,89.0
74,2019-11-16 22:12:06,added_photos,photo,,- Final: Santos 1X1 São Paulo. - Muito obrigado à torcida do Santos pelo carinho e consideração.,https://www.facebook.com/jairmessias.bolsonaro/photos/a.250567771758883/1669649199850726/?type=3,https://www.facebook.com/211857482296579/posts/1669649233184056/,4707.0,5089.0,139647.0,126895.0,11003.0,312.0,1312.0,36.0,89.0
75,2019-11-16 18:50:42,added_video,video,00:43,#NOME?,https://www.facebook.com/jairmessias.bolsonaro/videos/422143805387801/,https://www.facebook.com/211857482296579/posts/1669418419873804/,3209.0,9560.0,70745.0,62837.0,7202.0,555.0,128.0,1.0,22.0
76,2019-11-16 18:29:29,added_video,video,00:41,#NOME?,https://www.facebook.com/jairmessias.bolsonaro/videos/476906006267051/,https://www.facebook.com/211857482296579/posts/1669381626544150/,3402.0,11919.0,76006.0,70173.0,4697.0,247.0,661.0,18.0,210.0
77,2019-11-16 18:15:14,added_video,video,02:49,Rumo à Vila Belmiro,https://www.facebook.com/jairmessias.bolsonaro/videos/2509008062669015/,https://www.facebook.com/jairmessias.bolsonaro/videos/2509008062669015/,10267.0,9765.0,73212.0,61121.0,11279.0,319.0,389.0,17.0,87.0
78,2019-11-15 14:33:13,added_video,video,00:16,"- Só para os apaixonados por futebol. - Amanhã estarei na Vila Belmiro no ""Santos x São Paulo"" - Será um prazer conhecer a maravilhosa torcida santista.",https://www.facebook.com/jairmessias.bolsonaro/videos/432371104337218/,https://www.facebook.com/211857482296579/posts/1667910003357979/,1671.0,1867.0,31703.0,28163.0,2580.0,90.0,844.0,1.0,25.0
